Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
m;165;47;110;keinSport;Uebergewicht
m;166;30;49;Kraftsport;Untergewicht
m;154;23;42;Ausdauersport;Untergewicht
w;155;54;98;keinSport;Uebergewicht
w;145;65;82;keinSport;Uebergewicht
m;164;66;66;Ausdauersport;Normalgewicht
m;157;86;65;keinSport;Normalgewicht
m;152;29;42;keinSport;Untergewicht
w;154;44;67;Ausdauersport;Normalgewicht
w;158;56;47;Ausdauersport;Normalgewicht
m;164;81;59;keinSport;Untergewicht
w;150;60;125;keinSport;Uebergewicht
w;154;55;54;keinSport;Untergewicht
m;154;28;56;keinSport;Normalgewicht
w;151;53;56;keinSport;Normalgewicht
w;154;42;78;keinSport;Uebergewicht
m;152;57;72;keinSport;Uebergewicht
m;172;50;63;Kraftsport;Untergewicht
m;166;19;65;keinSport;Normalgewicht
w;153;55;58;Kraftsport;Normalgewicht
w;142;27;51;keinSport;Uebergewicht
w;150;45;69;Kraftsport;Normalgewicht
w;146;46;63;Ausdauersport;Normalgewicht
w;147;48;62;keinSport;Uebergewicht
w;160;66;48;Ausdauersport;Normalgewicht
m;167;52;133;keinSport;Uebergewicht
w;154;76;79;keinSport;Uebergewicht
m;158;52;84;keinSport;Uebergewicht
w;148;45;98;keinSport;Uebergewicht
m;166;36;74;keinSport;Normalgewicht
m;166;54;63;keinSport;Untergewicht
m;156;26;56;Ausdauersport;Normalgewicht
m;165;73;71;keinSport;Normalgewicht
w;149;45;58;keinSport;Normalgewicht
w;147;32;59;keinSport;Uebergewicht
m;160;41;61;Ausdauersport;Normalgewicht
w;158;74;72;Ausdauersport;Normalgewicht
m;157;32;67;keinSport;Uebergewicht
m;163;53;56;Ausdauersport;Normalgewicht
m;151;38;95;keinSport;Uebergewicht
w;147;27;54;keinSport;Uebergewicht
w;156;20;68;Ausdauersport;Normalgewicht
m;154;44;63;keinSport;Normalgewicht
m;160;66;45;keinSport;Untergewicht
w;143;47;64;keinSport;Uebergewicht
m;162;45;53;Ausdauersport;Normalgewicht
m;158;67;71;Ausdauersport;Normalgewicht
m;163;55;65;keinSport;Normalgewicht
m;151;48;98;keinSport;Uebergewicht
w;144;63;80;Kraftsport;Uebergewicht
m;169;35;56;keinSport;Untergewicht
m;167;58;76;keinSport;Normalgewicht
w;144;18;88;keinSport;Uebergewicht
m;158;25;83;keinSport;Uebergewicht
w;154;33;53;keinSport;Normalgewicht
w;159;23;115;keinSport;Uebergewicht
m;161;37;55;Kraftsport;Normalgewicht
m;162;47;94;keinSport;Uebergewicht
m;154;45;66;Ausdauersport;Normalgewicht
m;158;73;80;keinSport;Uebergewicht
m;154;74;73;Kraftsport;Normalgewicht
m;169;36;63;Kraftsport;Untergewicht
w;159;27;58;Ausdauersport;Normalgewicht
w;151;48;90;Ausdauersport;Uebergewicht
m;175;57;63;keinSport;Untergewicht
w;153;56;68;keinSport;Uebergewicht
m;158;51;71;keinSport;Uebergewicht
w;156;62;102;keinSport;Uebergewicht
m;161;51;101;keinSport;Uebergewicht
m;158;58;104;Ausdauersport;Uebergewicht
w;158;51;73;keinSport;Uebergewicht
m;154;39;74;keinSport;Uebergewicht
m;164;19;53;Ausdauersport;Untergewicht
m;169;73;121;keinSport;Uebergewicht
w;149;80;56;Kraftsport;Untergewicht
m;163;25;77;Kraftsport;Uebergewicht
w;141;79;71;Kraftsport;Uebergewicht
m;158;63;62;Kraftsport;Normalgewicht
w;148;52;96;keinSport;Uebergewicht
w;151;77;75;Kraftsport;Normalgewicht
m;156;59;73;Ausdauersport;Uebergewicht
m;151;38;49;keinSport;Untergewicht
m;146;48;110;Ausdauersport;Uebergewicht
m;165;51;97;keinSport;Uebergewicht
w;161;46;77;keinSport;Uebergewicht
m;153;52;47;Ausdauersport;Normalgewicht
m;163;74;104;Kraftsport;Uebergewicht
m;169;75;116;keinSport;Uebergewicht
w;146;44;40;Kraftsport;Untergewicht
w;157;18;66;keinSport;Uebergewicht
m;161;31;57;keinSport;Normalgewicht
w;153;33;47;Ausdauersport;Normalgewicht
w;153;38;44;keinSport;Untergewicht
m;165;75;74;keinSport;Normalgewicht
m;169;49;43;keinSport;Untergewicht
w;154;52;58;keinSport;Normalgewicht
w;156;53;61;Ausdauersport;Normalgewicht
m;159;66;68;keinSport;Normalgewicht
m;169;41;74;Ausdauersport;Normalgewicht
m;168;69;74;keinSport;Normalgewicht
m;161;64;108;keinSport;Uebergewicht
m;155;56;60;keinSport;Normalgewicht
m;157;60;134;keinSport;Uebergewicht
m;159;27;66;keinSport;Uebergewicht
w;157;48;54;Ausdauersport;Normalgewicht
m;155;60;72;Ausdauersport;Normalgewicht
w;151;29;66;Kraftsport;Normalgewicht
w;148;43;41;keinSport;Untergewicht
w;160;22;90;Ausdauersport;Uebergewicht
m;166;62;80;keinSport;Uebergewicht
w;156;79;72;Kraftsport;Normalgewicht
m;165;22;49;Ausdauersport;Normalgewicht
w;157;38;48;Ausdauersport;Untergewicht
m;155;32;74;Kraftsport;Uebergewicht
w;151;30;42;Ausdauersport;Normalgewicht
w;147;44;56;Ausdauersport;Normalgewicht
w;152;42;73;keinSport;Uebergewicht
w;147;61;62;keinSport;Uebergewicht
w;154;37;90;Ausdauersport;Uebergewicht
m;167;45;80;keinSport;Uebergewicht
w;161;49;71;Kraftsport;Normalgewicht
m;158;52;73;Ausdauersport;Normalgewicht
m;171;54;83;Kraftsport;Normalgewicht
w;147;56;54;Ausdauersport;Normalgewicht
m;160;42;57;Ausdauersport;Normalgewicht
m;167;60;68;keinSport;Normalgewicht
m;168;51;97;keinSport;Uebergewicht
w;158;73;129;keinSport;Uebergewicht
m;173;47;86;keinSport;Uebergewicht
w;153;71;44;Ausdauersport;Normalgewicht
w;156;25;51;Kraftsport;Normalgewicht
w;151;40;54;Kraftsport;Normalgewicht
m;155;51;64;Ausdauersport;Normalgewicht
m;164;58;63;keinSport;Untergewicht
m;161;50;59;Kraftsport;Untergewicht
w;151;42;90;Ausdauersport;Uebergewicht
w;148;59;91;Ausdauersport;Uebergewicht
w;148;42;60;keinSport;Uebergewicht
w;151;24;51;Kraftsport;Normalgewicht
w;149;19;48;keinSport;Normalgewicht
m;165;20;63;Ausdauersport;Normalgewicht
m;174;24;127;keinSport;Uebergewicht
w;153;73;69;keinSport;Normalgewicht
w;162;75;42;keinSport;Untergewicht
w;153;44;52;keinSport;Normalgewicht
w;154;83;87;Kraftsport;Uebergewicht
w;143;58;117;keinSport;Uebergewicht
w;158;56;66;Ausdauersport;Normalgewicht
w;157;48;103;keinSport;Uebergewicht
w;156;62;87;keinSport;Uebergewicht
m;147;46;83;keinSport;Uebergewicht
w;150;63;73;Kraftsport;Uebergewicht
w;155;23;50;Ausdauersport;Normalgewicht
w;147;27;48;Ausdauersport;Normalgewicht
m;160;49;79;keinSport;Uebergewicht
m;168;50;129;keinSport;Uebergewicht
m;166;59;62;Ausdauersport;Normalgewicht
m;165;65;66;keinSport;Untergewicht
w;148;68;69;keinSport;Uebergewicht
w;147;36;49;keinSport;Normalgewicht
m;168;50;62;Ausdauersport;Untergewicht
w;142;37;59;Ausdauersport;Normalgewicht
w;150;37;62;Ausdauersport;Normalgewicht
w;141;44;63;Ausdauersport;Uebergewicht
w;146;89;52;Ausdauersport;Untergewicht
m;162;19;57;keinSport;Normalgewicht
m;164;23;76;Kraftsport;Normalgewicht
w;153;62;66;Ausdauersport;Normalgewicht
w;154;35;61;keinSport;Normalgewicht
m;167;25;62;Ausdauersport;Normalgewicht
w;152;49;72;keinSport;Uebergewicht
m;159;33;47;keinSport;Untergewicht
m;172;47;78;Ausdauersport;Normalgewicht
m;151;52;60;Ausdauersport;Normalgewicht
m;163;43;85;Ausdauersport;Uebergewicht
w;156;24;62;Kraftsport;Uebergewicht
w;152;68;48;keinSport;Untergewicht
m;169;61;65;Kraftsport;Untergewicht
w;154;28;46;Ausdauersport;Untergewicht
m;166;52;59;keinSport;Untergewicht
w;154;36;62;keinSport;Uebergewicht
w;145;56;111;keinSport;Uebergewicht
m;168;25;57;keinSport;Untergewicht
m;156;36;47;Ausdauersport;Normalgewicht
m;160;48;62;Ausdauersport;Normalgewicht
w;152;78;58;Ausdauersport;Normalgewicht
m;162;59;102;Kraftsport;Uebergewicht
w;144;55;76;Kraftsport;Uebergewicht
m;168;53;103;Ausdauersport;Uebergewicht
w;149;56;68;keinSport;Uebergewicht
w;151;33;49;Kraftsport;Normalgewicht
w;153;31;54;Ausdauersport;Normalgewicht
m;165;64;62;Ausdauersport;Normalgewicht
w;151;62;43;keinSport;Untergewicht
m;152;44;55;keinSport;Normalgewicht
w;150;33;48;Kraftsport;Normalgewicht
m;158;76;47;keinSport;Untergewicht
w;145;26;46;Ausdauersport;Normalgewicht
m;167;38;80;Ausdauersport;Normalgewicht
m;162;54;50;Ausdauersport;Normalgewicht
m;164;39;85;Ausdauersport;Uebergewicht
m;169;32;127;Ausdauersport;Uebergewicht
m;152;34;47;Ausdauersport;Untergewicht
m;170;38;79;keinSport;Uebergewicht
w;144;44;63;keinSport;Uebergewicht
w;157;66;91;Ausdauersport;Uebergewicht
w;141;40;51;keinSport;Normalgewicht
w;149;23;52;keinSport;Normalgewicht
w;149;47;74;keinSport;Uebergewicht
m;160;50;64;Ausdauersport;Normalgewicht
m;163;33;70;keinSport;Uebergewicht
w;151;47;61;keinSport;Normalgewicht
w;159;48;71;Ausdauersport;Normalgewicht
m;164;75;69;Ausdauersport;Normalgewicht
w;149;37;110;keinSport;Uebergewicht
w;147;51;52;Ausdauersport;Normalgewicht
m;165;26;84;keinSport;Uebergewicht
w;150;39;68;Kraftsport;Normalgewicht
w;148;23;61;Ausdauersport;Normalgewicht
w;153;31;47;Ausdauersport;Untergewicht
w;158;64;58;Ausdauersport;Normalgewicht
w;156;55;65;keinSport;Normalgewicht
w;151;70;75;keinSport;Uebergewicht
m;166;74;74;Ausdauersport;Normalgewicht
w;152;19;53;Ausdauersport;Normalgewicht
w;149;62;46;keinSport;Untergewicht
w;150;56;75;keinSport;Uebergewicht
m;154;34;55;Ausdauersport;Normalgewicht
m;156;48;44;keinSport;Untergewicht
m;164;52;58;Ausdauersport;Normalgewicht
m;166;59;110;Kraftsport;Uebergewicht
w;150;57;74;Ausdauersport;Uebergewicht
m;163;52;64;keinSport;Normalgewicht
m;160;41;52;Ausdauersport;Untergewicht
m;173;31;46;keinSport;Untergewicht
w;153;23;44;Ausdauersport;Untergewicht
w;149;27;53;Ausdauersport;Normalgewicht
w;151;43;52;Ausdauersport;Normalgewicht
w;146;23;45;keinSport;Normalgewicht
m;172;22;88;keinSport;Uebergewicht
m;164;25;66;Kraftsport;Normalgewicht
m;159;46;65;keinSport;Normalgewicht
w;150;32;47;Kraftsport;Normalgewicht
w;148;30;84;keinSport;Uebergewicht
m;170;54;69;keinSport;Normalgewicht
m;169;45;86;keinSport;Uebergewicht
w;153;57;63;keinSport;Normalgewicht
m;160;60;66;Kraftsport;Normalgewicht
w;152;34;75;keinSport;Uebergewicht
m;155;50;58;keinSport;Normalgewicht
w;151;41;77;Ausdauersport;Uebergewicht
w;157;49;64;Ausdauersport;Normalgewicht
m;168;50;44;keinSport;Untergewicht
m;164;42;49;keinSport;Untergewicht
w;157;21;91;Ausdauersport;Uebergewicht
m;169;28;49;keinSport;Untergewicht
w;155;39;57;Kraftsport;Normalgewicht
w;163;43;75;Kraftsport;Uebergewicht
m;161;55;81;keinSport;Uebergewicht
w;147;29;53;Ausdauersport;Normalgewicht
m;161;48;130;keinSport;Uebergewicht
w;153;19;60;Ausdauersport;Normalgewicht
m;167;77;60;Kraftsport;Untergewicht
w;160;39;53;keinSport;Untergewicht
m;162;50;126;keinSport;Uebergewicht
m;159;76;79;Kraftsport;Normalgewicht
w;145;51;48;keinSport;Normalgewicht
m;173;32;121;Kraftsport;Uebergewicht
w;153;31;71;Ausdauersport;Uebergewicht
m;167;25;50;keinSport;Untergewicht
m;149;18;109;keinSport;Uebergewicht
m;167;32;63;keinSport;Normalgewicht
m;159;18;47;keinSport;Untergewicht
m;153;20;51;Ausdauersport;Normalgewicht
w;182;64;91;Ausdauersport;Normalgewicht
w;153;52;75;keinSport;Uebergewicht
w;148;43;85;Kraftsport;Uebergewicht
m;155;37;80;Ausdauersport;Uebergewicht
w;154;59;120;keinSport;Uebergewicht
m;158;69;56;Kraftsport;Untergewicht
w;160;55;64;keinSport;Normalgewicht
w;156;41;68;keinSport;Uebergewicht
m;159;65;52;Ausdauersport;Normalgewicht
w;146;62;62;keinSport;Uebergewicht
w;144;80;48;Ausdauersport;Untergewicht
w;161;61;69;keinSport;Normalgewicht
w;159;54;55;Ausdauersport;Untergewicht
w;151;31;51;keinSport;Normalgewicht
w;155;24;39;Ausdauersport;Untergewicht
w;152;47;53;Ausdauersport;Normalgewicht
w;153;30;57;Ausdauersport;Normalgewicht
w;148;41;71;Ausdauersport;Uebergewicht
m;158;53;67;Kraftsport;Normalgewicht
m;168;52;53;keinSport;Untergewicht
w;151;22;41;keinSport;Untergewicht
w;149;29;62;Ausdauersport;Normalgewicht
w;150;28;56;keinSport;Uebergewicht
m;162;36;53;Ausdauersport;Normalgewicht
m;159;20;57;Ausdauersport;Normalgewicht
w;146;56;68;Kraftsport;Normalgewicht
m;168;44;84;Ausdauersport;Uebergewicht
w;187;37;69;keinSport;Untergewicht
m;172;37;53;Ausdauersport;Normalgewicht
w;153;32;67;keinSport;Uebergewicht
w;158;48;60;Kraftsport;Normalgewicht
w;150;39;98;keinSport;Uebergewicht
m;167;27;76;Ausdauersport;Normalgewicht
w;154;46;79;keinSport;Uebergewicht
w;149;52;47;Ausdauersport;Normalgewicht
w;151;44;50;Ausdauersport;Normalgewicht
m;163;45;62;Ausdauersport;Normalgewicht
m;161;52;63;Kraftsport;Normalgewicht
m;165;68;57;keinSport;Untergewicht
m;162;58;68;Ausdauersport;Normalgewicht
m;171;65;50;Ausdauersport;Normalgewicht
w;159;52;58;Ausdauersport;Normalgewicht
w;152;74;48;keinSport;Untergewicht
m;161;56;71;Kraftsport;Normalgewicht
w;154;33;119;keinSport;Uebergewicht
w;150;41;61;Ausdauersport;Normalgewicht
m;163;72;60;keinSport;Untergewicht
w;158;19;57;keinSport;Normalgewicht
w;150;49;74;keinSport;Uebergewicht
w;149;74;50;keinSport;Untergewicht
w;157;48;71;keinSport;Uebergewicht
w;153;79;59;keinSport;Normalgewicht
m;169;21;50;Ausdauersport;Untergewicht
w;176;58;79;keinSport;Normalgewicht
m;167;30;102;keinSport;Uebergewicht
w;154;77;54;Ausdauersport;Normalgewicht
w;151;74;79;Kraftsport;Uebergewicht
w;169;21;114;keinSport;Uebergewicht
w;148;29;57;keinSport;Uebergewicht
m;170;55;128;keinSport;Uebergewicht
w;158;65;59;Ausdauersport;Untergewicht
m;151;22;37;Ausdauersport;Untergewicht
w;150;64;70;Ausdauersport;Uebergewicht
m;158;31;52;Ausdauersport;Normalgewicht
m;148;47;77;keinSport;Uebergewicht
w;153;78;47;keinSport;Untergewicht
w;155;23;56;Kraftsport;Normalgewicht
w;149;71;63;Ausdauersport;Normalgewicht
w;156;47;61;Ausdauersport;Normalgewicht
w;154;48;71;keinSport;Uebergewicht
m;165;48;54;keinSport;Untergewicht
w;151;21;50;Ausdauersport;Normalgewicht
w;157;59;68;keinSport;Normalgewicht
w;155;62;59;Ausdauersport;Normalgewicht
w;151;48;53;Kraftsport;Normalgewicht
w;149;57;55;keinSport;Normalgewicht
w;149;55;51;keinSport;Untergewicht
m;170;50;87;Ausdauersport;Uebergewicht
w;150;76;78;Kraftsport;Uebergewicht
m;153;76;65;Ausdauersport;Normalgewicht
w;148;65;65;keinSport;Normalgewicht
w;159;46;67;Ausdauersport;Normalgewicht
w;155;51;60;keinSport;Normalgewicht
m;151;60;60;keinSport;Normalgewicht
m;166;76;74;keinSport;Normalgewicht
m;178;35;67;Ausdauersport;Normalgewicht
m;158;40;67;Ausdauersport;Normalgewicht
w;153;79;62;keinSport;Normalgewicht
w;149;32;38;Ausdauersport;Untergewicht
m;165;24;49;Ausdauersport;Untergewicht
w;151;53;71;keinSport;Uebergewicht
w;148;60;58;Kraftsport;Normalgewicht
w;152;64;55;Ausdauersport;Normalgewicht
m;166;49;52;Ausdauersport;Untergewicht
w;148;52;56;Ausdauersport;Normalgewicht
m;159;44;60;keinSport;Normalgewicht
w;158;66;79;Ausdauersport;Uebergewicht
m;150;56;56;Ausdauersport;Normalgewicht
m;165;30;65;Kraftsport;Normalgewicht
m;161;40;67;Kraftsport;Normalgewicht
w;146;72;116;keinSport;Uebergewicht
m;163;50;70;Ausdauersport;Normalgewicht
m;156;23;54;keinSport;Normalgewicht
m;161;43;109;Kraftsport;Uebergewicht
w;161;52;43;Kraftsport;Untergewicht
m;167;44;73;keinSport;Normalgewicht
w;141;54;66;Ausdauersport;Uebergewicht
w;145;62;60;keinSport;Uebergewicht
m;163;64;70;Ausdauersport;Normalgewicht
m;157;34;54;Ausdauersport;Normalgewicht
w;152;55;59;keinSport;Normalgewicht
w;148;46;63;keinSport;Uebergewicht
w;150;45;47;Kraftsport;Untergewicht
w;151;24;60;keinSport;Uebergewicht
w;153;49;50;Ausdauersport;Untergewicht
w;154;46;119;keinSport;Uebergewicht
w;155;31;56;keinSport;Normalgewicht
w;153;44;45;keinSport;Untergewicht
m;164;34;44;keinSport;Untergewicht
m;159;39;49;Ausdauersport;Untergewicht
w;146;44;67;Ausdauersport;Uebergewicht
w;142;71;51;keinSport;Normalgewicht
m;160;31;66;Ausdauersport;Normalgewicht
m;166;37;74;Kraftsport;Normalgewicht
m;164;51;50;keinSport;Untergewicht
w;192;48;96;keinSport;Normalgewicht
w;156;26;59;keinSport;Normalgewicht
m;155;62;66;Ausdauersport;Normalgewicht
m;168;44;135;Kraftsport;Uebergewicht
w;166;32;54;Ausdauersport;Normalgewicht
m;163;75;54;Ausdauersport;Untergewicht
w;147;35;40;Ausdauersport;Normalgewicht
w;161;76;59;Ausdauersport;Normalgewicht
w;152;22;45;keinSport;Normalgewicht
m;165;46;49;keinSport;Untergewicht
w;155;61;70;keinSport;Uebergewicht
w;162;95;79;keinSport;Uebergewicht
w;153;54;81;keinSport;Uebergewicht
m;152;46;74;keinSport;Uebergewicht
m;164;35;122;keinSport;Uebergewicht
m;157;19;47;keinSport;Untergewicht
w;152;50;60;Ausdauersport;Normalgewicht
m;160;54;47;keinSport;Untergewicht
m;178;82;64;Ausdauersport;Untergewicht
w;150;61;58;Ausdauersport;Normalgewicht
m;167;25;60;Ausdauersport;Normalgewicht
w;150;59;124;keinSport;Uebergewicht
m;167;59;70;Ausdauersport;Normalgewicht
m;160;99;72;keinSport;Normalgewicht
w;153;54;69;Ausdauersport;Normalgewicht
m;162;21;58;Ausdauersport;Normalgewicht
w;150;37;48;Kraftsport;Normalgewicht
w;155;69;62;Ausdauersport;Normalgewicht
m;168;43;66;Ausdauersport;Normalgewicht
w;149;30;83;keinSport;Uebergewicht
m;168;52;68;Kraftsport;Normalgewicht
m;166;66;66;keinSport;Untergewicht
m;164;44;112;keinSport;Uebergewicht
w;147;28;60;Ausdauersport;Normalgewicht
m;169;65;48;Ausdauersport;Untergewicht
w;153;36;43;keinSport;Untergewicht
w;159;45;52;Ausdauersport;Normalgewicht
w;161;23;50;Ausdauersport;Normalgewicht
m;160;42;68;keinSport;Normalgewicht
w;151;23;79;Ausdauersport;Uebergewicht
w;152;47;57;keinSport;Normalgewicht
m;166;56;84;Ausdauersport;Uebergewicht
m;161;56;54;Ausdauersport;Normalgewicht
m;169;52;76;keinSport;Normalgewicht
w;150;41;61;keinSport;Uebergewicht
w;148;46;81;keinSport;Uebergewicht
w;154;50;120;keinSport;Uebergewicht
w;143;30;57;keinSport;Uebergewicht
w;150;22;53;keinSport;Normalgewicht
w;146;66;65;Ausdauersport;Uebergewicht
w;147;54;59;Kraftsport;Uebergewicht
w;149;56;87;Kraftsport;Uebergewicht
m;169;22;114;keinSport;Uebergewicht
m;151;49;43;keinSport;Untergewicht
w;158;47;41;Ausdauersport;Untergewicht
m;175;46;71;Kraftsport;Normalgewicht
w;144;74;83;keinSport;Uebergewicht
w;151;32;47;Ausdauersport;Normalgewicht
w;154;21;74;Kraftsport;Uebergewicht
m;162;59;42;Kraftsport;Untergewicht
w;154;87;80;Kraftsport;Uebergewicht
w;157;41;45;Ausdauersport;Untergewicht
w;155;46;53;keinSport;Normalgewicht
m;165;48;84;Kraftsport;Normalgewicht
w;159;45;41;Ausdauersport;Untergewicht
m;173;64;122;Ausdauersport;Uebergewicht
m;164;41;63;keinSport;Normalgewicht
m;165;34;67;keinSport;Normalgewicht
w;148;33;63;keinSport;Uebergewicht
m;160;63;89;keinSport;Uebergewicht
m;164;44;118;Ausdauersport;Uebergewicht
m;162;28;51;Ausdauersport;Normalgewicht
w;148;26;47;keinSport;Normalgewicht
w;152;56;64;Ausdauersport;Normalgewicht
m;164;35;55;keinSport;Untergewicht
m;176;27;79;Ausdauersport;Normalgewicht
m;176;26;77;keinSport;Normalgewicht
m;153;27;57;Ausdauersport;Normalgewicht
w;163;46;52;keinSport;Untergewicht
w;160;38;65;Ausdauersport;Normalgewicht
w;151;50;65;keinSport;Uebergewicht
m;162;53;66;keinSport;Normalgewicht
w;146;31;61;keinSport;Uebergewicht
m;159;83;45;Ausdauersport;Normalgewicht
m;155;53;71;Kraftsport;Uebergewicht
m;154;63;50;keinSport;Untergewicht
m;168;45;74;keinSport;Normalgewicht
w;145;50;113;keinSport;Uebergewicht
w;156;30;109;keinSport;Uebergewicht
m;161;25;65;Ausdauersport;Normalgewicht
m;160;53;48;Ausdauersport;Normalgewicht
m;161;51;64;Ausdauersport;Normalgewicht
w;149;19;62;keinSport;Uebergewicht
w;157;39;68;Kraftsport;Uebergewicht
w;172;44;91;Ausdauersport;Uebergewicht
m;163;76;117;Kraftsport;Uebergewicht
m;166;58;53;Ausdauersport;Untergewicht
m;160;23;65;Kraftsport;Normalgewicht
m;164;59;69;keinSport;Normalgewicht
m;178;46;111;keinSport;Uebergewicht
m;158;47;63;Ausdauersport;Normalgewicht
m;158;61;128;keinSport;Uebergewicht
w;154;28;45;keinSport;Untergewicht
w;153;45;62;keinSport;Normalgewicht
w;149;46;91;keinSport;Uebergewicht
w;149;26;51;Ausdauersport;Normalgewicht
w;163;25;59;Ausdauersport;Normalgewicht
w;150;57;96;Kraftsport;Uebergewicht
w;153;45;50;keinSport;Untergewicht
m;156;78;76;keinSport;Uebergewicht
m;167;24;68;Ausdauersport;Normalgewicht
m;166;76;60;Ausdauersport;Normalgewicht
m;156;55;50;keinSport;Untergewicht
m;163;48;73;keinSport;Normalgewicht
m;165;57;63;keinSport;Untergewicht
w;146;46;45;Ausdauersport;Untergewicht
w;148;33;47;Ausdauersport;Normalgewicht
m;168;54;133;keinSport;Uebergewicht
w;156;57;54;keinSport;Untergewicht
m;153;48;54;Ausdauersport;Normalgewicht
w;156;36;51;Kraftsport;Normalgewicht
w;159;43;57;Kraftsport;Normalgewicht
m;171;54;79;Ausdauersport;Normalgewicht
m;162;59;63;Ausdauersport;Normalgewicht
m;157;22;57;keinSport;Normalgewicht
m;158;40;55;keinSport;Normalgewicht
w;145;58;67;keinSport;Uebergewicht
m;172;30;56;keinSport;Untergewicht
m;162;19;62;keinSport;Normalgewicht
m;166;70;126;Ausdauersport;Uebergewicht
m;163;20;61;keinSport;Normalgewicht
m;168;28;53;Ausdauersport;Untergewicht
w;148;62;58;keinSport;Normalgewicht
w;152;42;67;keinSport;Uebergewicht
m;168;23;62;keinSport;Normalgewicht
w;149;47;63;Ausdauersport;Uebergewicht
w;149;53;47;Ausdauersport;Untergewicht
w;144;59;59;Kraftsport;Normalgewicht
m;152;38;47;keinSport;Untergewicht
w;145;38;37;Ausdauersport;Untergewicht
w;160;39;73;Ausdauersport;Normalgewicht
m;164;24;67;Ausdauersport;Normalgewicht
m;158;47;97;keinSport;Uebergewicht
m;163;58;57;Kraftsport;Untergewicht
w;150;85;54;keinSport;Untergewicht
m;163;48;64;Ausdauersport;Normalgewicht
m;165;56;85;Ausdauersport;Uebergewicht
w;149;40;56;keinSport;Normalgewicht
m;159;66;58;keinSport;Untergewicht
m;166;44;54;Kraftsport;Untergewicht
m;152;29;46;Ausdauersport;Untergewicht
w;158;64;74;Ausdauersport;Normalgewicht
w;141;41;46;keinSport;Normalgewicht
w;145;27;44;keinSport;Normalgewicht
m;165;29;62;Ausdauersport;Normalgewicht
m;158;41;46;keinSport;Untergewicht
w;148;45;115;keinSport;Uebergewicht
m;151;52;69;Ausdauersport;Normalgewicht
w;148;52;51;keinSport;Normalgewicht
w;151;37;61;keinSport;Uebergewicht
w;152;24;64;keinSport;Uebergewicht
w;154;29;63;keinSport;Uebergewicht
w;143;52;61;keinSport;Uebergewicht
m;162;20;60;Ausdauersport;Normalgewicht
w;148;48;44;keinSport;Untergewicht
m;156;43;70;Ausdauersport;Normalgewicht
m;174;80;79;Ausdauersport;Normalgewicht
w;152;45;74;keinSport;Uebergewicht
w;157;71;80;keinSport;Uebergewicht
m;164;64;89;Kraftsport;Uebergewicht
w;153;32;46;Ausdauersport;Untergewicht
w;152;37;71;Kraftsport;Uebergewicht
m;160;35;66;Ausdauersport;Normalgewicht
m;165;24;75;keinSport;Uebergewicht
m;158;29;57;Kraftsport;Normalgewicht
w;158;60;125;keinSport;Uebergewicht
w;146;44;42;Ausdauersport;Untergewicht
m;161;64;97;keinSport;Uebergewicht
m;160;56;77;keinSport;Uebergewicht
m;173;56;113;keinSport;Uebergewicht
w;146;57;47;keinSport;Untergewicht
w;147;37;110;Kraftsport;Uebergewicht
w;157;46;65;Ausdauersport;Normalgewicht
